"Date","Time","TimeZone","Name","Type","Status","Currency","Gross","Fee","Net","From Email Address","To Email Address","Transaction ID","Shipping Address","Address Status","Item Title","Item ID","Shipping and Handling Amount","Insurance Amount","Sales Tax","Option 1 Name","Option 1 Value","Option 2 Name","Option 2 Value","Reference Txn ID","Invoice Number","Custom Number","Quantity","Receipt ID","Balance","Address Line 1","Address Line 2/District/Neighborhood","Town/City","State/Province/Region/County/Territory/Prefecture/Republic","Zip/Postal Code","Country","Contact Phone Number","Subject","Note","Country Code","Balance Impact"
"12/15/2023","21:01:05","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","97X867452J318130H","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T23:02:56","","0.00","","0.00","","","","","","","SO-1702702855598-7824","1","","6,357.90","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T23:02:56","","US","Credit"
"12/16/2023","11:39:49","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","8N202188K4661063H","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T13:41:30","","0.00","","0.00","","","","","","","SO-1702755570171-5096","1","","6,358.38","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T13:41:30","","US","Credit"
"12/16/2023","18:18:16","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","8KL12588W1525511C","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T20:20:06","","0.00","","0.00","","","","","","","SO-1702779486414-4142","1","","6,358.86","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T20:20:06","","US","Credit"
"12/16/2023","18:21:44","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","1R6479981U402793U","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T20:23:36","","0.00","","0.00","","","","","","","SO-1702779695717-2434","1","","6,359.34","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T20:23:36","","US","Credit"
"12/18/2023","07:46:50","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","592941800T1201018","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-18T09:47:19","","0.00","","0.00","","","","","","","SO-1702914318720-1681","1","","6,359.82","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-18T09:47:19","","US","Credit"
"12/15/2023","09:58:03","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","14R88707AJ418142W","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T11:59:53","","0.00","","0.00","","","","","","","SO-1702663072747-4242","1","","6,360.30","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T11:59:53","","US","Credit"
"12/15/2023","10:44:05","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","04E57278B1728990J","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T12:45:58","","0.00","","0.00","","","","","","","SO-1702665837964-1717","1","","6,360.78","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T12:45:58","","US","Credit"
"12/15/2023","10:55:23","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","9B2346098D3957341","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T12:57:14","","0.00","","0.00","","","","","","","SO-1702666513834-809","1","","6,361.26","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T12:57:14","","US","Credit"
"12/15/2023","20:49:44","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","7VY8960987123944M","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T22:51:31","","0.00","","0.00","","","","","","","SO-1702702170685-2333","1","","6,361.74","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T22:51:31","","US","Credit"
"12/16/2023","11:44:21","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","14K99892U2517812H","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T13:46:13","","0.00","","0.00","","","","","","","SO-1702755852660-280","1","","6,362.22","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T13:46:13","","US","Credit"
"12/16/2023","18:10:17","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","4KA28672N6920091R","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T20:12:03","","0.00","","0.00","","","","","","","SO-1702779003231-1803","1","","6,362.70","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T20:12:03","","US","Credit"
"12/16/2023","18:32:21","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","01T62756JS5338413","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T20:34:13","","0.00","","0.00","","","","","","","SO-1702780333254-9330","1","","6,363.18","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T20:34:13","","US","Credit"
"12/17/2023","08:08:22","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-n43ad4728011176@personal.example.com","sb-jvbvr28387932@business.example.com","6YP36105FS960130C","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T10:10:13","","0.00","","0.00","","","","","","","SO-1702829293225-5253","1","","6,363.66","1 Main St","","San Jose","CA","95131","United States","4085762084","2023-12-17T10:10:13","","US","Credit"
"12/17/2023","08:08:35","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-n43ad4728011176@personal.example.com","sb-jvbvr28387932@business.example.com","225102309K253733D","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T10:10:26","","0.00","","0.00","","","","","","","SO-1702829305802-5508","1","","6,364.14","1 Main St","","San Jose","CA","95131","United States","4085762084","2023-12-17T10:10:26","","US","Credit"
"12/17/2023","19:32:21","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","9U563143RM4282147","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T21:34:12","","0.00","","0.00","","","","","","","SO-1702870331746-4086","1","","6,364.62","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-17T21:34:12","","US","Credit"
"12/17/2023","19:38:52","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","9NW339173P2459412","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T21:40:41","","0.00","","0.00","","","","","","","SO-1702870721409-80","1","","6,365.10","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-17T21:40:41","","US","Credit"
"12/15/2023","10:44:32","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","98W83453JE946964S","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T12:46:24","","0.00","","0.00","","","","","","","SO-1702665863731-4466","1","","6,365.58","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T12:46:24","","US","Credit"
"12/15/2023","19:00:34","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","0SF171034S9097126","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T21:02:22","","0.00","","0.00","","","","","","","SO-1702695622388-5838","1","","6,366.06","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T21:02:22","","US","Credit"
"12/16/2023","18:34:58","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","2W747432P4455815P","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T20:36:48","","0.00","","0.00","","","","","","","SO-1702780487917-2390","1","","6,366.54","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T20:36:48","","US","Credit"
"12/15/2023","09:56:01","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","84N89936Y1760943A","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T11:53:41","","0.00","","0.00","","","","","","","SO-1702662700985-9874","1","","6,367.02","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T11:53:41","","US","Credit"
"12/15/2023","10:10:57","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","3UL67047P7436280J","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T12:12:42","","0.00","","0.00","","","","","","","SO-1702663842417-5404","1","","6,367.50","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T12:12:42","","US","Credit"
"12/15/2023","14:00:58","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","4BF24239NB4431716","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T16:02:50","","0.00","","0.00","","","","","","","SO-1702677650446-4354","1","","6,367.98","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T16:02:50","","US","Credit"
"12/15/2023","15:20:03","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","7P999130JE998312H","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T17:21:48","","0.00","","0.00","","","","","","","SO-1702682388129-3910","1","","6,368.46","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T17:21:48","","US","Credit"
"12/15/2023","16:02:01","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","68T12903AS870633G","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T18:03:52","","0.00","","0.00","","","","","","","SO-1702684912346-8826","1","","6,368.94","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T18:03:52","","US","Credit"
"12/16/2023","02:18:17","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","8FT96943WE5839152","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","Sales Order Transaction","","0.00","","0.00","","","","","","","SO-1702721886729-3747","1","","6,369.42","1 Main St","","San Jose","CA","95131","United States","4089570040","Sales Order Transaction","","US","Credit"
"12/16/2023","17:51:52","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","33S749383P117091G","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T19:53:02","","0.00","","0.00","","","","","","","SO-1702777862022-3293","1","","6,369.90","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T19:53:02","","US","Credit"
"12/17/2023","08:08:44","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-n43ad4728011176@personal.example.com","sb-jvbvr28387932@business.example.com","2L930351AR8566303","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T10:10:36","","0.00","","0.00","","","","","","","SO-1702829316089-4099","1","","6,370.38","1 Main St","","San Jose","CA","95131","United States","4085762084","2023-12-17T10:10:36","","US","Credit"
"12/15/2023","13:55:09","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","1E755905LJ057570H","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T15:56:45","","0.00","","0.00","","","","","","","SO-1702677284918-7171","1","","6,370.86","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T15:56:45","","US","Credit"
"12/15/2023","14:38:05","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","42J910569L9281341","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T16:39:56","","0.00","","0.00","","","","","","","SO-1702679876072-9086","1","","6,371.34","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T16:39:56","","US","Credit"
"12/15/2023","16:00:38","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","97T385942P244101L","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T18:02:29","","0.00","","0.00","","","","","","","SO-1702684829015-9331","1","","6,371.82","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T18:02:29","","US","Credit"
"12/16/2023","10:48:14","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","82W85220LW038190J","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T12:49:59","","0.00","","0.00","","","","","","","SO-1702752478943-4931","1","","6,372.30","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T12:49:59","","US","Credit"
"12/16/2023","11:35:42","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","52L251027D910371G","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T13:37:19","","0.00","","0.00","","","","","","","SO-1702755319370-7628","1","","6,372.78","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T13:37:19","","US","Credit"
"12/16/2023","18:22:41","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","9YV13802DD357293X","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T20:24:33","","0.00","","0.00","","","","","","","SO-1702779752677-3937","1","","6,373.26","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T20:24:33","","US","Credit"
"12/18/2023","09:35:21","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","01492843X33574419","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-18T11:37:09","","0.00","","0.00","","","","","","","SO-1702920909086-9263","1","","6,373.74","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-18T11:37:09","","US","Credit"
"12/15/2023","10:10:49","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","91L85978G87774532","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T12:12:40","","0.00","","0.00","","","","","","","SO-1702663840188-252","1","","6,374.22","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T12:12:40","","US","Credit"
"12/15/2023","14:37:39","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","5RW41026YT6760348","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T16:39:01","","0.00","","0.00","","","","","","","SO-1702679820775-5398","1","","6,374.70","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T16:39:01","","US","Credit"
"12/15/2023","16:03:06","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","5SL02342390533030","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T18:04:58","","0.00","","0.00","","","","","","","SO-1702684977840-9572","1","","6,375.18","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T18:04:58","","US","Credit"
"12/15/2023","16:49:12","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","23T01390E3234854R","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T18:51:01","","0.00","","0.00","","","","","","","SO-1702687740922-8206","1","","6,375.66","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T18:51:01","","US","Credit"
"12/15/2023","20:29:20","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","85A21397VX5543152","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-15T22:31:07","","0.00","","0.00","","","","","","","SO-1702700946476-3835","1","","6,376.14","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-15T22:31:07","","US","Credit"
"12/16/2023","02:22:14","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","8WM624755F4200925","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T04:24:05","","0.00","","0.00","","","","","","","SO-1702722124674-9986","1","","6,376.62","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T04:24:05","","US","Credit"
"12/16/2023","03:21:35","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","06R30102R0621792W","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T11:23:23","","0.00","","0.00","","","","","","","SO-1702725683322-804","1","","6,377.10","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T11:23:23","","US","Credit"
"12/16/2023","10:46:05","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","4M202558S1528435G","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T12:47:27","","0.00","","0.00","","","","","","","SO-1702752327339-4535","1","","6,377.58","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T12:47:27","","US","Credit"
"12/16/2023","18:36:02","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","2LW70861AH776223V","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T20:37:54","","0.00","","0.00","","","","","","","SO-1702780553654-3621","1","","6,378.06","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T20:37:54","","US","Credit"
"12/17/2023","08:08:06","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-n43ad4728011176@personal.example.com","sb-jvbvr28387932@business.example.com","32X46519RC0460613","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T10:09:27","","0.00","","0.00","","","","","","","SO-1702829246665-5209","1","","6,378.54","1 Main St","","San Jose","CA","95131","United States","4085762084","2023-12-17T10:09:27","","US","Credit"
"12/17/2023","17:53:54","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","16Y49685HR654101U","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T19:55:36","","0.00","","0.00","","","","","","","SO-1702864416057-153","1","","6,379.02","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-17T19:55:36","","US","Credit"
"12/17/2023","17:58:36","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","2TC22736SL112644V","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T20:00:24","","0.00","","0.00","","","","","","","SO-1702864703730-8523","1","","6,379.50","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-17T20:00:24","","US","Credit"
"12/17/2023","18:45:18","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","08F898522F384654K","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T20:46:58","","0.00","","0.00","","","","","","","SO-1702867498256-6278","1","","6,379.98","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-17T20:46:58","","US","Credit"
"12/17/2023","18:48:13","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","30D04329ND680432F","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T20:50:04","","0.00","","0.00","","","","","","","SO-1702867683912-3797","1","","6,380.46","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-17T20:50:04","","US","Credit"
