"Date","Time","TimeZone","Name","Type","Status","Currency","Gross","Fee","Net","From Email Address","To Email Address","Transaction ID","Shipping Address","Address Status","Item Title","Item ID","Shipping and Handling Amount","Insurance Amount","Sales Tax","Option 1 Name","Option 1 Value","Option 2 Name","Option 2 Value","Reference Txn ID","Invoice Number","Custom Number","Quantity","Receipt ID","Balance","Address Line 1","Address Line 2/District/Neighborhood","Town/City","State/Province/Region/County/Territory/Prefecture/Republic","Zip/Postal Code","Country","Contact Phone Number","Subject","Note","Country Code","Balance Impact"
"12/16/2023","11:44:21","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","14K99892U2517812H","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T13:46:13","","0.00","","0.00","","","","","","","SO-1702755852660-280","1","","6,369.42","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T13:46:13","","US","Credit"
"12/16/2023","18:10:17","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","4KA28672N6920091R","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T20:12:03","","0.00","","0.00","","","","","","","SO-1702779003231-1803","1","","6,369.90","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T20:12:03","","US","Credit"
"12/16/2023","18:32:21","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","01T62756JS5338413","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T20:34:13","","0.00","","0.00","","","","","","","SO-1702780333254-9330","1","","6,370.38","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T20:34:13","","US","Credit"
"12/17/2023","19:38:52","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","9NW339173P2459412","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T21:40:41","","0.00","","0.00","","","","","","","SO-1702870721409-80","1","","6,370.86","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-17T21:40:41","","US","Credit"
"12/17/2023","08:08:22","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-n43ad4728011176@personal.example.com","sb-jvbvr28387932@business.example.com","6YP36105FS960130C","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T10:10:13","","0.00","","0.00","","","","","","","SO-1702829293225-5253","1","","6,371.34","1 Main St","","San Jose","CA","95131","United States","4085762084","2023-12-17T10:10:13","","US","Credit"
"12/17/2023","08:08:35","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-n43ad4728011176@personal.example.com","sb-jvbvr28387932@business.example.com","225102309K253733D","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T10:10:26","","0.00","","0.00","","","","","","","SO-1702829305802-5508","1","","6,371.82","1 Main St","","San Jose","CA","95131","United States","4085762084","2023-12-17T10:10:26","","US","Credit"
"12/17/2023","19:32:21","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","9U563143RM4282147","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T21:34:12","","0.00","","0.00","","","","","","","SO-1702870331746-4086","1","","6,372.30","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-17T21:34:12","","US","Credit"
"12/16/2023","18:34:58","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","2W747432P4455815P","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T20:36:48","","0.00","","0.00","","","","","","","SO-1702780487917-2390","1","","6,372.78","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T20:36:48","","US","Credit"
"12/16/2023","02:18:17","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","8FT96943WE5839152","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","Sales Order Transaction","","0.00","","0.00","","","","","","","SO-1702721886729-3747","1","","6,373.26","1 Main St","","San Jose","CA","95131","United States","4089570040","Sales Order Transaction","","US","Credit"
"12/16/2023","17:51:52","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","33S749383P117091G","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T19:53:02","","0.00","","0.00","","","","","","","SO-1702777862022-3293","1","","6,373.74","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T19:53:02","","US","Credit"
"12/17/2023","08:08:44","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-n43ad4728011176@personal.example.com","sb-jvbvr28387932@business.example.com","2L930351AR8566303","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T10:10:36","","0.00","","0.00","","","","","","","SO-1702829316089-4099","1","","6,374.22","1 Main St","","San Jose","CA","95131","United States","4085762084","2023-12-17T10:10:36","","US","Credit"
"12/16/2023","10:48:14","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","82W85220LW038190J","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T12:49:59","","0.00","","0.00","","","","","","","SO-1702752478943-4931","1","","6,374.70","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T12:49:59","","US","Credit"
"12/16/2023","11:35:42","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","52L251027D910371G","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T13:37:19","","0.00","","0.00","","","","","","","SO-1702755319370-7628","1","","6,375.18","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T13:37:19","","US","Credit"
"12/16/2023","18:22:41","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","9YV13802DD357293X","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T20:24:33","","0.00","","0.00","","","","","","","SO-1702779752677-3937","1","","6,375.66","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T20:24:33","","US","Credit"
"12/18/2023","09:35:21","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","01492843X33574419","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-18T11:37:09","","0.00","","0.00","","","","","","","SO-1702920909086-9263","1","","6,376.14","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-18T11:37:09","","US","Credit"
"12/16/2023","02:22:14","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","8WM624755F4200925","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T04:24:05","","0.00","","0.00","","","","","","","SO-1702722124674-9986","1","","6,376.62","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T04:24:05","","US","Credit"
"12/16/2023","03:21:35","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","06R30102R0621792W","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T11:23:23","","0.00","","0.00","","","","","","","SO-1702725683322-804","1","","6,377.10","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T11:23:23","","US","Credit"
"12/16/2023","10:46:05","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","4M202558S1528435G","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T12:47:27","","0.00","","0.00","","","","","","","SO-1702752327339-4535","1","","6,377.58","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T12:47:27","","US","Credit"
"12/16/2023","18:36:02","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","2LW70861AH776223V","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-16T20:37:54","","0.00","","0.00","","","","","","","SO-1702780553654-3621","1","","6,378.06","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-16T20:37:54","","US","Credit"
"12/17/2023","08:08:06","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-n43ad4728011176@personal.example.com","sb-jvbvr28387932@business.example.com","32X46519RC0460613","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T10:09:27","","0.00","","0.00","","","","","","","SO-1702829246665-5209","1","","6,378.54","1 Main St","","San Jose","CA","95131","United States","4085762084","2023-12-17T10:09:27","","US","Credit"
"12/17/2023","17:53:54","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","16Y49685HR654101U","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T19:55:36","","0.00","","0.00","","","","","","","SO-1702864416057-153","1","","6,379.02","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-17T19:55:36","","US","Credit"
"12/17/2023","17:58:36","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","2TC22736SL112644V","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T20:00:24","","0.00","","0.00","","","","","","","SO-1702864703730-8523","1","","6,379.50","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-17T20:00:24","","US","Credit"
"12/17/2023","18:45:18","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","08F898522F384654K","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T20:46:58","","0.00","","0.00","","","","","","","SO-1702867498256-6278","1","","6,379.98","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-17T20:46:58","","US","Credit"
"12/17/2023","19:16:30","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","6M24582036593454K","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T21:18:21","","0.00","","0.00","","","","","","","SO-1702869380793-7141","1","","6,380.46","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-17T21:18:21","","US","Credit"
"12/17/2023","19:22:39","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","9RL09981CN428934W","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T21:24:26","","0.00","","0.00","","","","","","","SO-1702869746008-9112","1","","6,380.94","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-17T21:24:26","","US","Credit"
"12/17/2023","18:48:13","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","30D04329ND680432F","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-17T20:50:04","","0.00","","0.00","","","","","","","SO-1702867683912-3797","1","","6,381.42","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-17T20:50:04","","US","Credit"
"12/18/2023","07:45:45","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","89X52569PT064273A","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-18T09:47:36","","0.00","","0.00","","","","","","","SO-1702914336417-1546","1","","6,381.90","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-18T09:47:36","","US","Credit"
"12/18/2023","09:09:33","PST","John Doe","Express Checkout Payment","Completed","USD","1.00","-0.52","0.48","sb-1j09x28410285@personal.example.com","sb-jvbvr28387932@business.example.com","5P361590TH857321B","John, Doe, 1 Main St, San Jose, CA, 95131, United States","Confirmed","2023-12-18T11:11:26","","0.00","","0.00","","","","","","","SO-1702919365918-1137","1","","6,382.38","1 Main St","","San Jose","CA","95131","United States","4089570040","2023-12-18T11:11:26","","US","Credit"
